SaleID,Date,ProductID,CustomerID,EmployeeID,BranchID,Qty,UnitPrice,Discount,PaymentMethod,DeliveryType,Rating
14982,10/3/2023,409,8069,50,18,2,684,26,Visa,Express,4.4
14983,12/22/2023,345,9721,276,7,4,341,18,Cash On Delivery,Express,3.1
14984,12/1/2023,408,8597,126,5,2,504,0,Apple Pay,Express,3.4
14985,7/28/2023,199,9922,180,5,3,760,24,Cash On Delivery,Express,2.5
14986,3/23/2023,174,931,45,6,4,454,11,Cash On Delivery,Same Day,4.7
14987,8/25/2024,107,4931,267,3,2,288,30,Apple Pay,Express,4.5
14988,3/4/2025,180,2729,179,15,5,651,26,Apple Pay,Express,3.4
14989,10/26/2023,418,2061,153,12,3,448,20,Cash On Delivery,Same Day,4.9
14990,8/29/2024,373,6980,249,13,2,337,22,Cash On Delivery,Express,3.5
14991,5/6/2023,359,4964,92,17,4,316,25,Visa,Standard,4.3
14992,6/19/2023,455,3465,25,2,4,353,29,Apple Pay,Standard,5
14993,10/17/2024,417,3864,220,10,4,729,2,Visa,Same Day,4
14994,11/29/2024,426,8368,205,6,3,638,28,Cash On Delivery,Standard,3.1
14995,5/28/2024,352,9664,59,7,1,717,2,Cash On Delivery,Same Day,3.2
14996,11/26/2023,287,4369,188,12,4,482,1,Apple Pay,Standard,5
14997,4/2/2025,403,169,216,12,2,351,1,Apple Pay,Express,3.3
14998,8/9/2024,343,3057,199,12,3,321,1,Visa,Same Day,3.1
14999,11/5/2023,56,5548,78,7,4,879,4,Cash On Delivery,Express,3.7
15000,11/15/2023,48,5484,75,3,5,393,0,Apple Pay,Same Day,2.8
15001,2/18/2023,287,4621,87,8,3,482,0,Apple Pay,Express,3.8
15002,11/30/2023,56,7504,122,13,4,879,16,Cash On Delivery,Same Day,3.1
15003,5/8/2024,217,1321,192,9,4,364,29,Apple Pay,Express,3.1
15004,6/19/2023,284,9999,259,7,1,163,19,Visa,Express,4.8
15005,4/9/2025,426,3876,104,7,3,638,19,Apple Pay,Standard,4
15006,2/13/2025,243,8567,247,12,1,329,7,Cash On Delivery,Standard,4
15007,11/1/2023,425,5397,29,16,3,645,16,Visa,Standard,4.4
15008,7/19/2024,320,3973,223,14,1,420,10,Mada,Same Day,2.9
15009,10/28/2024,281,9641,55,16,1,645,30,Cash On Delivery,Standard,4.5
15010,9/12/2024,392,4907,30,15,5,314,4,Visa,Same Day,2.7
15011,2/11/2025,2,119,180,11,4,446,18,Mada,Standard,2.9
15012,7/18/2023,25,1654,85,8,2,433,1,Visa,Same Day,2.9
15013,6/18/2023,367,2833,170,18,1,679,11,Cash On Delivery,Standard,3.8
15014,5/16/2023,308,308,121,8,2,418,20,Visa,Standard,2.8
15015,10/14/2024,29,6325,293,9,4,835,9,Cash On Delivery,Same Day,4.7
15016,1/21/2024,328,9777,211,5,5,593,30,Cash On Delivery,Standard,3.9
15017,1/21/2024,327,3067,88,17,1,464,29,Apple Pay,Standard,3.9
15018,2/10/2024,79,2606,183,19,2,391,2,Apple Pay,Express,4.4
15019,8/14/2023,241,2218,219,6,3,623,3,Mada,Express,3.4
15020,2/4/2024,361,6882,221,3,5,746,10,Visa,Same Day,4.9
15021,6/23/2023,32,7048,22,1,4,583,4,Mada,Standard,4.2
15022,2/5/2025,334,8477,279,14,1,655,4,Mada,Standard,3.5
15023,4/14/2023,421,379,144,10,4,512,7,Visa,Same Day,4.5
15024,7/7/2024,133,3605,22,16,3,729,6,Visa,Express,4.9
15025,7/23/2024,489,1388,240,5,4,603,8,Mada,Same Day,3
15026,2/27/2025,126,8712,250,11,2,713,16,Apple Pay,Same Day,4.3
15027,4/10/2025,74,7240,270,7,2,775,11,Apple Pay,Standard,3.4
15028,6/23/2023,86,3434,20,8,4,756,2,Mada,Same Day,2.9
15029,2/5/2023,229,2394,156,16,1,618,3,Visa,Standard,2.6
15030,2/13/2023,338,2953,101,10,4,350,24,Apple Pay,Same Day,3.2
15031,8/6/2023,257,8798,105,14,2,559,5,Visa,Standard,4.2
15032,9/8/2023,18,1137,94,11,2,744,22,Apple Pay,Standard,3
15033,5/1/2024,224,7643,51,2,5,852,4,Mada,Same Day,4.4
15034,2/21/2025,335,380,207,2,3,510,17,Visa,Express,3.6
15035,12/10/2024,296,8248,166,13,5,763,17,Apple Pay,Same Day,4.6
15036,7/19/2023,424,8275,183,6,2,597,13,Visa,Standard,4.5
15037,3/11/2024,386,4291,265,18,2,821,28,Apple Pay,Express,4.4
15038,12/27/2024,115,6837,14,15,2,323,20,Apple Pay,Standard,3.9
15039,3/11/2025,91,8170,257,13,3,636,3,Visa,Standard,4.4
15040,4/17/2024,67,1390,18,1,4,461,22,Cash On Delivery,Standard,4.2
15041,2/9/2023,98,495,91,6,1,424,7,Cash On Delivery,Standard,3.6
15042,8/27/2023,297,2317,135,4,2,650,3,Apple Pay,Express,3.8
15043,5/9/2024,47,3673,93,4,2,242,8,Visa,Standard,3.2
15044,7/28/2024,269,1976,72,11,1,547,6,Visa,Same Day,2.7
15045,3/8/2024,248,5673,199,18,2,823,12,Cash On Delivery,Express,4.4
15046,12/19/2023,380,1680,83,2,5,798,4,Apple Pay,Standard,4.5
15047,2/23/2025,349,9204,142,7,2,491,25,Visa,Express,4
15048,1/29/2024,308,125,13,11,5,418,3,Apple Pay,Same Day,2.6
15049,3/28/2025,74,1182,156,16,5,775,29,Mada,Express,3.4
15050,4/29/2025,403,2623,265,17,3,351,6,Mada,Standard,3
15051,5/8/2024,360,7005,167,16,2,385,22,Mada,Standard,4.8
15052,6/15/2023,227,9903,101,9,2,520,19,Visa,Standard,3.2
15053,9/18/2023,8,2271,137,19,5,677,3,Visa,Standard,2.7
15054,7/19/2024,413,60,80,7,5,252,19,Cash On Delivery,Express,4.9
15055,1/31/2025,392,1412,71,6,2,314,10,Visa,Express,4.1
15056,2/12/2025,366,962,6,3,3,564,22,Mada,Express,2.8
15057,2/29/2024,151,1844,76,6,5,456,4,Visa,Express,4.1
15058,10/18/2024,414,1276,17,13,4,678,8,Apple Pay,Same Day,4.4
15059,11/25/2024,249,1866,155,3,4,740,19,Visa,Express,3.7
15060,1/31/2024,246,8137,285,12,3,369,24,Mada,Standard,4.2
15061,2/21/2024,151,3459,164,4,4,456,2,Mada,Same Day,3.2
15062,4/20/2025,94,6192,64,11,3,410,24,Apple Pay,Same Day,4.3
15063,12/28/2024,203,6217,251,10,5,816,24,Cash On Delivery,Same Day,3.9
15064,4/2/2025,222,1344,4,7,1,641,9,Cash On Delivery,Standard,4.7
15065,12/23/2023,381,9226,122,10,3,805,26,Mada,Standard,3.3
15066,3/26/2024,84,1247,278,12,1,593,18,Visa,Express,3.5
15067,6/12/2023,106,9026,263,10,3,478,14,Cash On Delivery,Express,4.8
15068,2/28/2023,411,1390,200,4,3,284,18,Visa,Express,4.3
15069,8/20/2023,361,5964,52,11,2,746,29,Mada,Same Day,2.6
15070,2/10/2023,470,4385,259,20,4,630,29,Cash On Delivery,Standard,3.1
15071,2/26/2025,423,5386,38,6,5,608,30,Mada,Express,4.9
15072,12/15/2024,97,1355,280,18,2,356,15,Mada,Same Day,3.4
15073,7/17/2023,24,3421,178,3,4,804,12,Apple Pay,Same Day,4.4
15074,4/23/2024,456,1287,21,2,3,330,24,Visa,Express,2.6
15075,2/25/2025,197,5227,153,20,3,620,3,Cash On Delivery,Express,3
15076,4/16/2025,254,6390,67,5,5,413,16,Apple Pay,Express,4
15077,9/20/2024,1,1694,140,11,1,212,17,Visa,Express,3.2
15078,2/20/2023,284,8012,294,5,1,163,1,Cash On Delivery,Express,3.2
15079,6/16/2023,309,1181,143,6,3,405,27,Cash On Delivery,Standard,4.6
15080,12/31/2023,478,9429,101,4,5,699,0,Visa,Same Day,4.9
15081,12/27/2023,455,9440,222,9,3,353,14,Cash On Delivery,Standard,4.9
15082,3/26/2023,74,9574,282,7,3,775,15,Cash On Delivery,Standard,2.8
15083,2/23/2025,145,6176,220,16,2,472,22,Mada,Standard,2.5
15084,8/1/2023,229,8725,85,5,1,618,5,Apple Pay,Same Day,3.3
15085,11/2/2023,10,292,222,2,4,251,27,Visa,Same Day,4.6
15086,1/4/2025,457,8401,294,10,5,690,13,Mada,Express,4.9
15087,2/20/2023,158,2563,130,15,1,678,27,Cash On Delivery,Standard,3.9
15088,6/25/2023,71,1146,96,20,5,358,13,Apple Pay,Express,3.2
15089,12/18/2023,208,6651,89,10,5,283,20,Cash On Delivery,Standard,4.5
15090,5/25/2023,198,490,214,5,2,747,11,Cash On Delivery,Express,2.9
15091,5/28/2024,67,7324,71,14,2,461,12,Apple Pay,Same Day,3.7
15092,5/15/2023,331,1172,25,3,1,416,7,Mada,Standard,2.6
15093,1/9/2023,85,2981,192,1,3,558,4,Visa,Standard,3.4
15094,7/16/2023,104,3518,207,14,3,207,24,Cash On Delivery,Same Day,2.9
15095,10/26/2024,301,8560,165,17,1,723,15,Cash On Delivery,Express,3.7
15096,4/30/2023,396,6498,78,15,1,423,0,Visa,Same Day,4.6
15097,10/9/2023,420,2281,69,11,3,724,17,Visa,Same Day,4.5
15098,6/3/2023,132,908,134,4,1,634,21,Apple Pay,Express,3.3
15099,5/18/2023,68,2905,42,15,2,595,9,Visa,Express,3.1
15100,6/24/2024,271,1625,84,13,3,699,13,Mada,Standard,4.8
15101,7/31/2023,137,1627,127,3,3,247,9,Mada,Express,3.3
15102,12/10/2023,74,1403,161,16,3,775,5,Cash On Delivery,Express,2.7
15103,8/3/2023,311,8112,290,7,5,785,8,Visa,Express,3.1
15104,3/21/2023,380,6625,125,12,4,798,14,Mada,Express,4
15105,10/3/2023,476,5754,72,1,1,684,14,Mada,Express,4.7
15106,1/26/2023,219,3026,151,15,1,874,23,Cash On Delivery,Express,2.7
15107,3/13/2025,473,3318,96,1,2,572,4,Visa,Express,4.1
15108,9/28/2023,14,1122,72,7,3,630,12,Cash On Delivery,Express,2.6
15109,7/31/2024,316,2496,105,14,3,785,28,Apple Pay,Express,4.9
15110,8/25/2023,188,6569,54,16,4,419,24,Mada,Same Day,3.6
15111,10/7/2024,462,4575,191,12,4,612,17,Apple Pay,Same Day,4.8
15112,10/29/2023,160,9934,3,11,5,604,28,Mada,Same Day,2.9
15113,9/27/2024,76,2496,296,2,2,723,22,Visa,Standard,3.8
15114,6/6/2023,355,7730,250,11,2,287,12,Cash On Delivery,Standard,5
15115,10/17/2023,304,1299,295,18,5,688,21,Apple Pay,Express,2.7
15116,6/4/2023,403,1762,86,12,5,351,1,Cash On Delivery,Same Day,3.1
15117,3/4/2024,227,6454,36,16,5,520,26,Visa,Express,2.6
15118,12/28/2024,205,4374,5,15,5,700,22,Visa,Express,3.9
15119,5/13/2024,448,7336,39,9,5,781,30,Mada,Same Day,4.2
15120,2/13/2023,192,1995,289,13,5,605,13,Visa,Same Day,3.9
15121,4/1/2025,364,7624,222,15,5,368,21,Mada,Standard,3.4
15122,3/15/2023,310,7494,281,16,5,638,0,Visa,Same Day,3.8
15123,2/1/2025,215,2438,197,18,5,556,7,Cash On Delivery,Same Day,4.8
15124,4/10/2023,76,8526,256,7,1,723,0,Mada,Same Day,4.9
15125,5/13/2024,57,1933,255,14,1,433,11,Mada,Express,3.4
15126,9/26/2023,207,3685,147,20,2,710,24,Mada,Standard,3.5
15127,5/7/2023,440,7423,71,8,4,655,27,Visa,Standard,4.6
15128,5/17/2023,474,8320,284,4,4,661,7,Cash On Delivery,Standard,2.8
15129,3/22/2025,157,7248,298,1,5,744,10,Mada,Express,3.1
15130,11/8/2023,280,9822,146,15,2,589,6,Apple Pay,Same Day,4.8
15131,7/19/2023,177,6094,177,3,1,288,10,Mada,Same Day,4.5
15132,2/4/2023,364,6745,39,6,5,368,21,Cash On Delivery,Express,2.5
15133,5/2/2023,277,3089,167,3,1,514,6,Apple Pay,Standard,3.3
15134,6/29/2023,259,401,203,11,4,589,28,Visa,Express,4.9
15135,12/19/2023,454,2868,29,1,5,418,28,Visa,Express,3.2
15136,2/18/2023,301,6177,75,1,3,723,15,Visa,Standard,4.7
15137,12/6/2024,12,771,205,3,4,436,9,Mada,Express,3.8
15138,11/10/2024,63,2755,191,19,3,554,28,Mada,Same Day,4.5
15139,4/16/2025,377,8948,11,5,3,613,24,Cash On Delivery,Same Day,3.5
15140,8/19/2023,159,6150,163,5,1,653,28,Cash On Delivery,Standard,4.1
15141,1/18/2023,66,3493,228,11,5,712,4,Mada,Express,4
15142,4/3/2023,297,1941,24,12,5,650,27,Cash On Delivery,Standard,4.4
15143,3/18/2025,467,636,80,11,1,319,23,Mada,Standard,4.8
15144,12/15/2023,18,7771,63,7,5,744,28,Visa,Express,4.2
15145,1/7/2024,218,5110,211,8,5,558,27,Apple Pay,Express,3.5
15146,8/14/2023,33,8105,237,16,4,551,11,Apple Pay,Standard,4.2
15147,9/5/2023,67,541,209,8,4,461,13,Visa,Same Day,4.5
15148,10/9/2023,72,7621,42,15,1,533,15,Visa,Standard,2.7
15149,5/1/2024,405,4324,108,16,2,752,7,Visa,Same Day,4.9
15150,9/25/2024,348,699,225,4,2,763,3,Mada,Same Day,5
15151,3/22/2023,461,4943,271,9,3,562,14,Cash On Delivery,Same Day,2.5
15152,10/9/2024,331,2468,187,16,1,416,19,Mada,Same Day,4.7
15153,2/19/2024,206,9887,240,8,3,456,0,Cash On Delivery,Express,4.4
15154,6/6/2023,274,6825,243,11,5,418,8,Cash On Delivery,Same Day,3.3
15155,3/12/2023,16,2445,180,18,4,281,21,Apple Pay,Express,3.9
15156,1/6/2025,42,7874,169,6,3,668,2,Visa,Same Day,2.8
15157,5/2/2024,131,5026,107,19,2,479,1,Mada,Same Day,3.7
15158,10/29/2023,42,3162,65,14,4,668,14,Cash On Delivery,Express,4.3
15159,9/2/2023,84,9577,65,4,1,593,28,Apple Pay,Same Day,3.1
15160,3/14/2025,476,9867,44,13,2,684,20,Visa,Express,3.6
15161,5/10/2023,317,862,161,17,5,311,26,Apple Pay,Standard,2.8
15162,3/28/2023,170,9015,39,1,2,507,30,Cash On Delivery,Standard,4.1
15163,11/22/2023,411,3045,113,16,3,284,8,Mada,Standard,3.6
15164,10/22/2024,40,2849,50,11,4,578,28,Visa,Standard,4
15165,7/26/2024,49,3333,6,9,3,670,19,Apple Pay,Same Day,4.9
15166,7/11/2023,325,3432,263,3,2,352,8,Apple Pay,Express,4.3
15167,1/16/2024,286,4604,110,9,4,492,27,Mada,Standard,4.5
15168,8/24/2023,2,5534,34,3,3,446,8,Cash On Delivery,Same Day,4.5
15169,5/12/2023,470,4910,205,20,1,630,23,Visa,Express,3.7
15170,12/19/2024,89,4227,28,3,5,690,8,Visa,Express,3.2
15171,9/28/2024,133,2209,211,3,4,729,6,Visa,Same Day,3.5
15172,8/10/2024,247,2051,11,11,5,597,12,Visa,Standard,3.8
15173,11/14/2024,264,3494,78,16,2,623,17,Mada,Same Day,4.6
15174,2/2/2025,230,7838,188,18,5,199,2,Apple Pay,Express,3.9
15175,1/9/2025,93,2702,69,5,2,187,19,Cash On Delivery,Express,3.4
15176,3/10/2025,342,6059,188,6,4,637,14,Mada,Same Day,4.3
15177,1/16/2023,336,3169,171,17,4,266,15,Cash On Delivery,Same Day,4.5
15178,3/3/2025,448,1838,64,5,3,781,0,Apple Pay,Standard,2.7
15179,9/4/2024,203,1070,142,1,1,816,1,Cash On Delivery,Standard,4.9
15180,8/15/2023,34,9782,69,19,3,622,20,Mada,Same Day,3.1
15181,10/24/2023,104,72,31,13,4,207,12,Cash On Delivery,Same Day,3.3
15182,1/16/2023,209,269,123,20,4,490,2,Apple Pay,Same Day,4
15183,3/31/2023,298,6396,116,15,4,602,5,Apple Pay,Same Day,2.6
15184,11/1/2024,199,6879,113,14,3,760,11,Cash On Delivery,Standard,3.9
15185,10/20/2024,124,237,221,11,3,343,22,Visa,Express,3.1
15186,3/11/2023,481,3138,52,13,1,761,1,Cash On Delivery,Standard,4.4
15187,4/16/2023,288,974,82,4,5,311,18,Visa,Standard,4.9
15188,2/14/2024,34,6746,127,19,4,622,17,Cash On Delivery,Same Day,2.9
15189,1/22/2025,52,1038,207,3,2,741,14,Cash On Delivery,Same Day,2.8
15190,7/13/2024,152,159,151,2,2,737,10,Cash On Delivery,Express,4.9
15191,10/20/2024,53,1654,57,11,5,667,11,Visa,Same Day,4.9
15192,7/5/2024,414,5763,85,17,3,678,17,Visa,Express,3.7
15193,5/1/2024,466,2564,13,20,5,457,17,Visa,Standard,4.5
15194,1/13/2023,425,3382,262,20,4,645,11,Apple Pay,Same Day,4.5
15195,10/4/2024,208,248,73,10,5,283,3,Mada,Express,4.1
15196,11/23/2023,283,9343,156,9,1,618,21,Mada,Same Day,2.9
15197,10/6/2023,282,9207,200,2,4,607,20,Mada,Same Day,4.6
15198,2/10/2023,77,585,152,18,5,167,26,Mada,Express,3.3
15199,1/16/2023,451,4931,296,5,3,483,0,Visa,Same Day,3
15200,4/21/2024,1,4348,160,11,3,212,4,Visa,Express,2.9
15201,4/11/2025,224,718,157,12,2,852,16,Apple Pay,Express,4
15202,7/2/2023,94,6330,123,5,2,410,29,Visa,Express,3.7
15203,12/8/2023,101,4359,131,5,2,720,21,Mada,Same Day,3.4
15204,11/21/2023,17,5195,294,6,4,714,12,Apple Pay,Standard,4.7
15205,6/18/2023,471,6304,202,9,1,704,0,Cash On Delivery,Standard,4.1
15206,4/29/2025,7,9218,122,6,1,700,12,Visa,Same Day,3.9
15207,9/3/2023,126,2320,250,6,2,713,22,Cash On Delivery,Express,3.3
15208,2/5/2024,368,6041,282,1,3,431,5,Mada,Express,3.4
15209,11/28/2023,132,1960,189,16,1,634,30,Apple Pay,Standard,3.9
15210,4/13/2025,364,2694,119,16,1,368,2,Mada,Same Day,4.1
15211,2/8/2023,360,629,22,14,2,385,29,Mada,Express,4.9
15212,4/29/2023,347,5278,219,10,4,252,29,Apple Pay,Same Day,4.9
15213,10/28/2023,417,7332,227,8,3,729,3,Mada,Express,2.9
15214,2/3/2025,52,5022,287,1,3,741,3,Mada,Standard,4.1
15215,4/27/2025,402,3636,15,10,3,552,21,Cash On Delivery,Express,4.7
15216,10/18/2024,11,8843,181,5,3,742,4,Visa,Standard,4.7
15217,4/13/2025,350,228,248,20,5,743,4,Apple Pay,Standard,2.8
15218,3/13/2025,202,5146,98,10,1,366,0,Apple Pay,Express,4.9
15219,8/18/2023,419,298,69,6,2,608,9,Cash On Delivery,Same Day,3.7
15220,4/28/2024,360,4552,81,6,1,385,1,Visa,Express,3
15221,5/11/2024,178,2916,294,1,1,668,4,Apple Pay,Standard,4.8
15222,1/3/2024,280,4142,227,5,5,589,30,Cash On Delivery,Same Day,3
15223,7/30/2024,345,7443,86,20,2,341,25,Mada,Same Day,4.1
15224,1/29/2025,279,1020,61,5,3,564,2,Visa,Standard,2.9
15225,11/4/2024,46,7664,100,7,1,666,28,Visa,Standard,3.8
15226,8/13/2024,446,9349,230,17,3,754,14,Apple Pay,Standard,3.5
15227,11/28/2023,218,3074,61,19,2,558,11,Visa,Same Day,2.8
15228,4/13/2025,379,5478,99,17,5,422,18,Visa,Express,3.9
15229,11/30/2024,229,5581,127,7,4,618,27,Mada,Standard,2.9
15230,6/25/2024,24,5763,175,16,2,804,1,Cash On Delivery,Standard,3.3
15231,9/9/2023,84,7142,211,17,3,593,3,Visa,Same Day,3.1
15232,10/22/2023,211,9270,268,9,2,566,23,Visa,Same Day,4.8
15233,1/13/2023,391,93,196,5,3,445,19,Mada,Standard,4.4
15234,2/27/2023,197,8736,10,11,5,620,21,Mada,Same Day,4.6
15235,12/6/2023,437,413,183,19,2,486,7,Mada,Standard,3.6
15236,8/24/2024,444,275,153,14,2,626,28,Apple Pay,Express,3.9
15237,1/14/2025,94,28,258,9,1,410,24,Apple Pay,Standard,2.7
15238,6/2/2024,415,2165,205,7,4,715,21,Cash On Delivery,Standard,4.8
15239,1/5/2025,58,1847,59,11,1,337,24,Mada,Standard,4.6
15240,9/20/2024,488,7511,211,19,3,689,28,Cash On Delivery,Express,3
15241,8/28/2023,266,4548,253,20,1,581,26,Mada,Express,4.3
15242,1/9/2024,79,156,128,15,1,391,11,Cash On Delivery,Standard,3.4
15243,4/29/2025,254,8073,285,17,1,413,12,Mada,Standard,4.3
15244,4/21/2024,378,1255,75,14,2,453,20,Visa,Same Day,3.8
15245,9/21/2023,8,6200,176,2,2,677,19,Visa,Same Day,3.4
15246,7/5/2023,351,1225,62,10,1,277,25,Visa,Standard,4.4
15247,9/27/2024,410,217,238,2,3,783,5,Mada,Standard,4.7
15248,1/16/2023,315,1591,201,7,4,442,3,Apple Pay,Same Day,3.7
15249,6/22/2024,271,8433,28,17,2,699,8,Cash On Delivery,Same Day,3.3
15250,4/5/2024,158,7412,160,4,1,678,8,Mada,Standard,3.2
15251,6/12/2023,117,8475,41,20,4,697,21,Mada,Same Day,4.4
15252,2/9/2025,318,9288,241,9,3,383,14,Apple Pay,Express,3.6
15253,8/2/2024,28,4507,242,3,5,250,15,Cash On Delivery,Express,4
15254,11/28/2024,155,5918,138,20,3,781,7,Visa,Standard,3
15255,4/25/2023,202,7418,11,10,2,366,9,Visa,Same Day,4.4
15256,1/8/2023,320,9532,243,15,4,420,25,Apple Pay,Standard,4.9
15257,1/7/2024,496,18,91,9,3,556,15,Visa,Standard,4.1
15258,8/24/2024,481,5796,21,14,2,761,14,Cash On Delivery,Same Day,2.9
15259,12/2/2024,140,9210,223,10,1,340,24,Visa,Same Day,3.5
15260,8/26/2024,99,8801,123,4,1,627,29,Cash On Delivery,Same Day,4
15261,2/5/2024,462,6919,131,18,3,612,1,Cash On Delivery,Express,3.5
15262,12/26/2023,429,6704,104,2,5,597,0,Visa,Same Day,4.2
15263,10/21/2023,168,8998,214,3,5,755,16,Cash On Delivery,Same Day,4.1
15264,4/16/2023,41,6962,49,11,5,250,18,Cash On Delivery,Standard,2.9
15265,2/1/2025,124,5977,88,4,1,343,21,Visa,Standard,4.1
15266,10/2/2024,481,8167,216,2,3,761,22,Visa,Standard,4.8
15267,3/10/2025,455,3398,54,1,5,353,22,Mada,Standard,4.7
15268,2/9/2025,435,3005,16,8,2,576,7,Mada,Same Day,4.3
15269,8/11/2024,300,7776,140,8,1,559,27,Apple Pay,Standard,3.8
15270,5/25/2023,391,1143,293,12,1,445,10,Visa,Same Day,4.2
15271,12/14/2023,41,2586,109,19,1,250,25,Cash On Delivery,Same Day,2.8
15272,10/4/2023,214,7097,105,13,5,657,24,Cash On Delivery,Express,4.7
15273,10/28/2024,493,1192,101,20,5,682,6,Mada,Express,4.2
15274,1/31/2024,218,8799,216,6,5,558,3,Cash On Delivery,Standard,2.7
15275,12/13/2024,262,5093,175,2,3,639,9,Visa,Express,3
15276,9/27/2024,74,3302,37,9,5,775,14,Mada,Standard,4.1
15277,9/18/2023,98,2430,46,8,5,424,5,Apple Pay,Standard,3
15278,4/10/2024,259,4362,5,17,1,589,24,Apple Pay,Same Day,4.8
15279,3/13/2023,146,5605,281,3,4,549,18,Visa,Standard,3.5
15280,3/20/2025,333,6725,25,20,5,830,1,Visa,Same Day,4.5
15281,8/13/2024,374,5464,39,13,4,554,23,Apple Pay,Standard,4.1
15282,8/20/2024,208,6953,97,6,2,283,0,Apple Pay,Express,4.4
15283,4/11/2025,227,6087,66,9,3,520,24,Visa,Standard,4.2
15284,4/21/2025,226,6594,17,12,3,632,23,Mada,Standard,3.2
15285,3/26/2023,457,7269,146,16,2,690,0,Cash On Delivery,Express,2.6
15286,4/9/2025,150,5184,146,4,3,404,11,Mada,Standard,3.8
15287,3/26/2024,301,368,2,17,5,723,3,Apple Pay,Standard,3.2
15288,6/10/2024,234,2711,227,4,4,703,28,Cash On Delivery,Standard,3.3
15289,1/28/2025,393,1247,41,7,3,791,6,Mada,Standard,4.6
15290,2/12/2023,493,184,282,6,3,682,21,Cash On Delivery,Express,2.8
15291,3/17/2025,29,406,136,7,5,835,25,Apple Pay,Express,3.1
15292,7/11/2023,6,2215,124,17,3,441,30,Mada,Same Day,2.5
15293,12/13/2023,252,2442,170,13,1,611,9,Visa,Same Day,2.5
15294,4/16/2025,37,9612,169,7,5,430,4,Apple Pay,Express,3.8
15295,2/14/2024,500,2104,134,8,3,373,0,Apple Pay,Same Day,4
15296,8/1/2024,19,6742,113,2,1,315,6,Cash On Delivery,Same Day,3
15297,11/17/2024,168,6773,154,15,4,755,4,Visa,Express,4.6
15298,6/23/2023,328,221,210,5,1,593,28,Mada,Express,2.5
15299,8/15/2023,223,7111,149,20,2,204,4,Cash On Delivery,Express,2.6
15300,11/29/2023,186,7709,31,12,4,473,0,Visa,Same Day,4.6
15301,12/7/2024,138,47,118,16,4,678,22,Cash On Delivery,Same Day,3.6
15302,10/21/2023,366,9847,229,6,5,564,12,Apple Pay,Standard,3.8
15303,8/28/2024,365,6888,161,5,2,508,29,Visa,Express,4.4
15304,9/24/2023,241,234,149,4,3,623,26,Cash On Delivery,Standard,2.9
15305,2/11/2025,5,8482,4,4,5,582,24,Cash On Delivery,Standard,2.6
15306,9/13/2024,79,4804,106,5,5,391,22,Cash On Delivery,Express,3.3
15307,3/31/2024,127,2370,177,7,5,659,27,Apple Pay,Standard,4.5
15308,2/11/2024,432,8272,117,15,2,606,17,Apple Pay,Same Day,2.7
15309,4/1/2024,265,1247,164,12,1,366,9,Cash On Delivery,Same Day,5
15310,1/28/2023,114,6369,241,9,1,621,25,Visa,Same Day,2.7
15311,1/31/2023,263,7965,247,17,2,363,20,Mada,Standard,3.8
15312,1/15/2025,403,2354,22,12,1,351,20,Apple Pay,Express,2.6
15313,11/2/2023,340,8945,185,10,2,793,6,Visa,Same Day,3.4
15314,7/16/2024,311,9328,181,10,5,785,11,Visa,Express,4.6
15315,11/3/2023,446,1475,214,8,3,754,22,Apple Pay,Standard,2.9
15316,3/7/2025,215,6903,224,5,3,556,24,Mada,Express,3.1
15317,7/9/2023,250,3949,234,15,4,489,21,Visa,Same Day,3.8
15318,1/23/2025,205,2207,161,4,5,700,13,Cash On Delivery,Same Day,2.9
15319,12/24/2024,157,3042,1,15,2,744,10,Mada,Express,3
15320,9/22/2024,245,3388,107,13,1,765,14,Apple Pay,Express,3.2
15321,11/29/2023,374,2927,161,4,3,554,25,Cash On Delivery,Standard,4.7
15322,3/1/2024,323,21,246,20,1,385,4,Cash On Delivery,Standard,4.1
15323,11/7/2024,108,289,153,16,5,434,17,Visa,Same Day,4.7
15324,3/2/2024,3,959,78,10,5,330,24,Mada,Express,4
15325,10/9/2023,316,5762,181,5,1,785,13,Cash On Delivery,Express,4.9
15326,3/12/2024,193,4393,106,3,2,440,27,Visa,Express,4.8
15327,1/4/2025,383,3189,189,7,5,845,23,Mada,Same Day,3.8
15328,10/12/2023,291,8247,205,15,3,465,20,Apple Pay,Standard,4.6
15329,10/11/2024,36,5748,76,6,1,356,15,Mada,Standard,4.6
15330,1/10/2023,151,7320,283,2,5,456,27,Apple Pay,Express,4.7
15331,2/15/2024,439,8065,152,18,5,666,21,Apple Pay,Standard,3.6
15332,10/11/2024,333,9460,6,3,2,830,7,Visa,Express,4.6
15333,3/3/2024,317,9062,13,13,2,311,9,Mada,Standard,3.3
15334,6/30/2024,125,3692,12,20,1,365,18,Cash On Delivery,Express,3
15335,8/10/2024,316,8620,218,16,4,785,9,Cash On Delivery,Same Day,4.3
15336,11/29/2024,446,5972,203,18,2,754,26,Apple Pay,Same Day,4.2
15337,5/4/2023,487,7346,232,16,2,703,30,Cash On Delivery,Standard,3.8
15338,3/23/2024,326,8552,239,14,4,688,15,Visa,Express,2.5
15339,7/4/2024,254,4571,1,8,2,413,7,Mada,Standard,2.9
15340,3/16/2024,435,5876,12,18,2,576,7,Cash On Delivery,Express,2.7
15341,11/14/2024,316,9981,259,17,1,785,26,Visa,Express,3.6
